Project,BugID,Filename,Path,Method name,,Exception,Label,,Unique Exception,,Unique Filename,,Method name
AspectJ,175039,URLClassLoader.java,java.net.URLClassLoader$1,run,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,URLClassLoader.java,java.net.URLClassLoader,findClass,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,Ljava.lang.String;Z)Ljava.lang.Class;(Unknown Source,java.lang.ClassLoader,loadClass,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,Launcher.java,sun.misc.Launcher$AppClassLoader,loadClass,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,ResolvedType.java,org.aspectj.weaver.ResolvedType,collectInterTypeMungers,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,ResolvedType.java,org.aspectj.weaver.ResolvedType,getInterTypeMungersIncludingSupers,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,ResolvedType.java,org.aspectj.weaver.ResolvedType,checkInterTypeMungers,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weave,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveWithoutDump,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveAndNotify,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,WeavingAdaptor.java,org.aspectj.weaver.tools.WeavingAdaptor,getWovenBytes,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,Native Method,java.lang.ClassLoader,defineClass1,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,ClassLoader.java,java.lang.ClassLoader,defineClass,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,URLClassLoader.java,java.net.URLClassLoader,access$000,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,Native Method,java.security.AccessController,doPrivileged,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,ClassLoader.java,java.lang.ClassLoader,loadClass,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,175039,ClassLoader.java,java.lang.ClassLoader,loadClassInternal,,ArrayIndexOutOfBoundsException,,,,,,,
AspectJ,184447,AjLookupEnvironment.java,org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment,doDeclareAnnotations,,NullPointerException,,,,,,,
AspectJ,184447,AjLookupEnvironment.java,org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment,weaveInterTypeDeclarations,,NullPointerException,,,,,,,
AspectJ,185447,AtAjAttributes.java,org.aspectj.weaver.bcel.AtAjAttributes$LazyResolvedPointcutDefinition,getPointcut,,NullPointerException,,,,,,,
AspectJ,185447,ShadowMunger.java,org.aspectj.weaver.ShadowMunger,addChildNodes,,NullPointerException,,,,,,,
AspectJ,185447,ShadowMunger.java,org.aspectj.weaver.ShadowMunger,createHierarchy,,NullPointerException,,,,,,,
AspectJ,185447,AsmRelationshipProvider.java,org.aspectj.weaver.AsmRelationshipProvider,adviceMunger,,NullPointerException,,,,,,,
AspectJ,185447,Shadow.java,org.aspectj.weaver.Shadow,implementMungers,,NullPointerException,,,,,,,
AspectJ,185447,AsmRelationshipProvider.java,org.aspectj.weaver.model.AsmRelationshipProvider,addChildNodes,,NullPointerException,,,,,,,
AspectJ,185447,AsmRelationshipProvider.java,org.aspectj.weaver.model.AsmRelationshipProvider,createHierarchy,,NullPointerException,,,,,,,
AspectJ,186884,BcelShadow.java,org.aspectj.weaver.bcel.BcelShadow,deleteNewAndDup,,RuntimeException,,,,,,,
AspectJ,186884,BcelShadow.java,org.aspectj.weaver.bcel.BcelShadow,prepareForMungers,,RuntimeException,,,,,,,
AspectJ,186884,Shadow.java,org.aspectj.weaver.Shadow,implement,,RuntimeException,,,,,,,
AspectJ,186884,BcelClassWeaver.java,org.aspectj.weaver.bcel.BcelClassWeaver,implement,,RuntimeException,,,,,,,
AspectJ,186884,BcelClassWeaver.java,org.aspectj.weaver.bcel.BcelClassWeaver,weave,,RuntimeException,,,,,,,
AspectJ,186884,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weave,,RuntimeException,,,,,,,
AspectJ,186884,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveWithoutDump,,RuntimeException,,,,,,,
AspectJ,186884,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveAndNotify,,RuntimeException,,,,,,,
AspectJ,186884,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,weave,,RuntimeException,,,,,,,
AspectJ,186884,AjCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjCompilerAdapter,afterCompiling,,RuntimeException,,,,,,,
AspectJ,186884,CompilerAdapter.aj,org.aspectj.ajdt.internal.compiler.CompilerAdapter,ajc$afterReturning$org_aspectj_ajdt_internal_compiler_CompilerAdapter$2$f9cc9ca0,,RuntimeException,,,,,,,
AspectJ,186884,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,RuntimeException,,,,,,,
AspectJ,186884,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,RuntimeException,,,,,,,
AspectJ,186884,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,RuntimeException,,,,,,,
AspectJ,186884,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,batchBuild,,RuntimeException,,,,,,,
AspectJ,186884,AjdtCommand.java,org.aspectj.ajdt.ajc.AjdtCommand,doCommand,,RuntimeException,,,,,,,
AspectJ,186884,AjdtCommand.java,org.aspectj.ajdt.ajc.AjdtCommand,runCommand,,RuntimeException,,,,,,,
AspectJ,186884,Main.java,org.aspectj.tools.ajc.Main,run,,RuntimeException,,,,,,,
AspectJ,186884,Main.java,org.aspectj.tools.ajc.Main,runMain,,RuntimeException,,,,,,,
AspectJ,186884,Main.java,org.aspectj.tools.ajc.Main,main,,RuntimeException,,,,,,,
AspectJ,193348,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,raiseUnboundFormalError,,NullPointerException,,,,,,,
AspectJ,193348,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,validateSingleBranch,,NullPointerException,,,,,,,
AspectJ,193348,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,validateBindings,,NullPointerException,,,,,,,
AspectJ,193348,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,rewritePointcuts,,NullPointerException,,,,,,,
AspectJ,193348,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,prepareForWeave,,NullPointerException,,,,,,,
AspectJ,209372,SourceLocation.java,org.aspectj.bridge.SourceLocation,validLine,,IllegalArgumentException,,,,,,,
AspectJ,209372,SourceLocation.java,org.aspectj.bridge.SourceLocation,<init>,,IllegalArgumentException,,,,,,,
AspectJ,209372,EclipseSourceContext.java,org.aspectj.ajdt.internal.core.builder.EclipseSourceContext,makeSourceLocation,,IllegalArgumentException,,,,,,,
AspectJ,209372,EclipseAdapterUtils.java,org.aspectj.ajdt.internal.core.builder.EclipseAdapterUtils,makeMessage,,IllegalArgumentException,,,,,,,
AspectJ,219830,Java15AnnotationFinder.java,org.aspectj.weaver.reflect.Java15AnnotationFinder,getAnnotations,,NullPointerException,,,,,,,
AspectJ,219830,ReflectionBasedResolvedMemberImpl.java,org.aspectj.weaver.reflect.ReflectionBasedResolvedMemberImpl,unpackAnnotations,,NullPointerException,,,,,,,
AspectJ,219830,ReflectionBasedResolvedMemberImpl.java,org.aspectj.weaver.reflect.ReflectionBasedResolvedMemberImpl,hasAnnotation,,NullPointerException,,,,,,,
AspectJ,219830,ExactAnnotationTypePattern.java,org.aspectj.weaver.patterns.ExactAnnotationTypePattern,matches,,NullPointerException,,,,,,,
AspectJ,219830,AnnotationPointcut.java,org.aspectj.weaver.patterns.AnnotationPointcut,matchInternal,,NullPointerException,,,,,,,
AspectJ,219830,Pointcut.java,org.aspectj.weaver.patterns.Pointcut,match,,NullPointerException,,,,,,,
AspectJ,219830,AndPointcut.java,org.aspectj.weaver.patterns.AndPointcut,matchInternal,,NullPointerException,,,,,,,
AspectJ,219830,ShadowMunger.java,org.aspectj.weaver.ShadowMunger,match,,NullPointerException,,,,,,,
AspectJ,219830,Advice.java,org.aspectj.weaver.Advice,match,,NullPointerException,,,,,,,
AspectJ,219830,BcelAdvice.java,org.aspectj.weaver.bcel.BcelAdvice,match,,NullPointerException,,,,,,,
AspectJ,219830,BcelClassWeaver.java,org.aspectj.weaver.bcel.BcelClassWeaver,match,,NullPointerException,,,,,,,
AspectJ,219830,BcelClassWeaver.java,org.aspectj.weaver.bcel.BcelClassWeaver,matchInvokeInstruction,,NullPointerException,,,,,,,
AspectJ,219830,BcelClassWeaver.java,org.aspectj.weaver.bcel.BcelClassWeaver,weave,,NullPointerException,,,,,,,
AspectJ,219830,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weave,,NullPointerException,,,,,,,
AspectJ,219830,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveWithoutDump,,NullPointerException,,,,,,,
AspectJ,219830,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveAndNotify,,NullPointerException,,,,,,,
AspectJ,219830,WeavingAdaptor.java,org.aspectj.weaver.tools.WeavingAdaptor,getWovenBytes,,NullPointerException,,,,,,,
AspectJ,219830,WeavingAdaptor.java,org.aspectj.weaver.tools.WeavingAdaptor,weaveClass,,NullPointerException,,,,,,,
AspectJ,219830,Aj.java,org.aspectj.weaver.loadtime.Aj,preProcess,,NullPointerException,,,,,,,
AspectJ,219830,ClassPreProcessorAgentAdapter.java,org.aspectj.weaver.loadtime.ClassPreProcessorAgentAdapter,transform,,NullPointerException,,,,,,,
AspectJ,219830,AspectJWeavingEnabler.java,org.springframework.context.weaving.AspectJWeavingEnabler$AspectJClassBypassingClassFileTransformerDecorator,transform,,NullPointerException,,,,,,,
AspectJ,219830,TransformerManager.java,sun.instrument.TransformerManager,transform,,NullPointerException,,,,,,,
AspectJ,219830,InstrumentationImpl.java,sun.instrument.InstrumentationImpl,transform,,NullPointerException,,,,,,,
AspectJ,219830,Native Method,java.lang.ClassLoader,defineClassImpl,,NullPointerException,,,,,,,
AspectJ,219830,ClassLoader.java,java.lang.ClassLoader,defineClass,,NullPointerException,,,,,,,
AspectJ,219830,SecureClassLoader.java,java.security.SecureClassLoader,defineClass,,NullPointerException,,,,,,,
AspectJ,219830,URLClassLoader.java,java.net.URLClassLoader,defineClass,,NullPointerException,,,,,,,
AspectJ,219830,URLClassLoader.java,java.net.URLClassLoader,access$400,,NullPointerException,,,,,,,
AspectJ,219830,URLClassLoader.java,java.net.URLClassLoader$ClassFinder,run,,NullPointerException,,,,,,,
AspectJ,219830,AccessController.java,java.security.AccessController,doPrivileged,,NullPointerException,,,,,,,
AspectJ,219830,URLClassLoader.java,java.net.URLClassLoader,findClass,,NullPointerException,,,,,,,
AspectJ,219830,ClassLoader.java,java.lang.ClassLoader,loadClass,,NullPointerException,,,,,,,
AspectJ,219830,Launcher.java,sun.misc.Launcher$AppClassLoader,loadClass,,NullPointerException,,,,,,,
AspectJ,219830,SWT_AWT.java,org.eclipse.swt.awt.SWT_AWT,new_Frame,,NullPointerException,,,,,,,
AspectJ,220172,Shadow.java,org.aspectj.weaver.Shadow,toResolvedString,,NullPointerException,,,,,,,
AspectJ,220172,ArgsPointcut.java,org.aspectj.weaver.patterns.ArgsPointcut,findResidueNoEllipsis,,NullPointerException,,,,,,,
AspectJ,220172,ArgsPointcut.java,org.aspectj.weaver.patterns.ArgsPointcut,findResidueInternal,,NullPointerException,,,,,,,
AspectJ,220172,Pointcut.java,org.aspectj.weaver.patterns.Pointcut,findResidue,,NullPointerException,,,,,,,
AspectJ,220172,AndPointcut.java,org.aspectj.weaver.patterns.AndPointcut,findResidueInternal,,NullPointerException,,,,,,,
AspectJ,220172,BcelAdvice.java,org.aspectj.weaver.bcel.BcelAdvice,specializeOn,,NullPointerException,,,,,,,
AspectJ,220172,BcelShadow.java,org.aspectj.weaver.bcel.BcelShadow,prepareForMungers,,NullPointerException,,,,,,,
AspectJ,220172,Shadow.java,org.aspectj.weaver.Shadow,implement,,NullPointerException,,,,,,,
AspectJ,220172,BcelClassWeaver.java,org.aspectj.weaver.bcel.BcelClassWeaver,implement,,NullPointerException,,,,,,,
AspectJ,220172,BcelClassWeaver.java,org.aspectj.weaver.bcel.BcelClassWeaver,weave,,NullPointerException,,,,,,,
AspectJ,220172,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weave,,NullPointerException,,,,,,,
AspectJ,220172,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveWithoutDump,,NullPointerException,,,,,,,
AspectJ,220172,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,weaveAndNotify,,NullPointerException,,,,,,,
AspectJ,220172,AjPipeliningCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjPipeliningCompilerAdapter,weaveQueuedEntries,,NullPointerException,,,,,,,
AspectJ,220172,AjPipeliningCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjPipeliningCompilerAdapter,queueForWeaving,,NullPointerException,,,,,,,
AspectJ,220172,AjPipeliningCompilerAdapter.java,org.aspectj.ajdt.internal.compiler.AjPipeliningCompilerAdapter,afterProcessing,,NullPointerException,,,,,,,
AspectJ,220172,CompilerAdapter.aj,org.aspectj.ajdt.internal.compiler.CompilerAdapter,ajc$after$org_aspectj_ajdt_internal_compiler_CompilerAdapter$5$6b855184,,NullPointerException,,,,,,,
AspectJ,220172,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,process,,NullPointerException,,,,,,,
AspectJ,220172,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,NullPointerException,,,,,,,
AspectJ,220172,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,NullPointerException,,,,,,,
AspectJ,220172,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,NullPointerException,,,,,,,
AspectJ,220172,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,batchBuild,,NullPointerException,,,,,,,
AspectJ,220172,AjdtCommand.java,org.aspectj.ajdt.ajc.AjdtCommand,doCommand,,NullPointerException,,,,,,,
AspectJ,220172,AjdtCommand.java,org.aspectj.ajdt.ajc.AjdtCommand,runCommand,,NullPointerException,,,,,,,
AspectJ,220172,Main.java,org.aspectj.tools.ajc.Main,run,,NullPointerException,,,,,,,
AspectJ,220172,Main.java,org.aspectj.tools.ajc.Main,runMain,,NullPointerException,,,,,,,
AspectJ,220172,Main.java,org.aspectj.tools.ajc.Main,main,,NullPointerException,,,,,,,
AspectJ,222987,Java15AnnotationFinder.java,org.aspectj.weaver.reflect.Java15AnnotationFinder,getParameterNamesFromLVT,,NullPointerException,,,,,,,
AspectJ,222987,Java15AnnotationFinder.java,org.aspectj.weaver.reflect.Java15AnnotationFinder,getParameterNames,,NullPointerException,,,,,,,
AspectJ,222987,Java15ReflectionBasedReferenceTypeDelegate.java,org.aspectj.weaver.reflect.Java15ReflectionBasedReferenceTypeDelegate,tryToDiscoverParameterNames,,NullPointerException,,,,,,,
AspectJ,222987,Java15ReflectionBasedReferenceTypeDelegate.java,org.aspectj.weaver.reflect.Java15ReflectionBasedReferenceTypeDelegate,getDeclaredPointcuts,,NullPointerException,,,,,,,
AspectJ,222987,ReferenceType.java,org.aspectj.weaver.ReferenceType,getDeclaredPointcuts,,NullPointerException,,,,,,,
AspectJ,222987,ResolvedType.java,org.aspectj.weaver.ResolvedType$7,get,,NullPointerException,,,,,,,
AspectJ,222987,Iterators.java,org.aspectj.weaver.Iterators$3$1,hasNext,,NullPointerException,,,,,,,
AspectJ,222987,ResolvedType.java,org.aspectj.weaver.ResolvedType,findPointcut,,NullPointerException,,,,,,,
AspectJ,222987,ReferencePointcut.java,org.aspectj.weaver.patterns.ReferencePointcut,resolveBindings,,NullPointerException,,,,,,,
AspectJ,222987,Pointcut.java,org.aspectj.weaver.patterns.Pointcut,resolve,,NullPointerException,,,,,,,
AspectJ,222987,PointcutParser.java,org.aspectj.weaver.tools.PointcutParser,resolvePointcutExpression,,NullPointerException,,,,,,,
AspectJ,222987,PointcutParser.java,org.aspectj.weaver.tools.PointcutParser,parsePointcutExpression,,NullPointerException,,,,,,,
AspectJ,222987,AspectJExpressionPointcut.java,org.springframework.aop.aspectj.AspectJExpressionPointcut,buildPointcutExpression,,NullPointerException,,,,,,,
AspectJ,222987,AspectJExpressionPointcut.java,org.springframework.aop.aspectj.AspectJExpressionPointcut,checkReadyToMatch,,NullPointerException,,,,,,,
AspectJ,222987,AspectJExpressionPointcut.java,org.springframework.aop.aspectj.AspectJExpressionPointcut,getClassFilter,,NullPointerException,,,,,,,
AspectJ,222987,AopUtils.java,org.springframework.aop.support.AopUtils,canApply,,NullPointerException,,,,,,,
AspectJ,222987,AopUtils.java,org.springframework.aop.support.AopUtils,findAdvisorsThatCanApply,,NullPointerException,,,,,,,
AspectJ,222987,AbstractAdvisorAutoProxyCreator.java,org.springframework.aop.framework.autoproxy.AbstractAdvisorAutoProxyCreator,findAdvisorsThatCanApply,,NullPointerException,,,,,,,
AspectJ,222987,AbstractAdvisorAutoProxyCreator.java,org.springframework.aop.framework.autoproxy.AbstractAdvisorAutoProxyCreator,findEligibleAdvisors,,NullPointerException,,,,,,,
AspectJ,222987,AbstractAdvisorAutoProxyCreator.java,org.springframework.aop.framework.autoproxy.AbstractAdvisorAutoProxyCreator,getAdvicesAndAdvisorsForBean,,NullPointerException,,,,,,,
AspectJ,222987,AbstractAutoProxyCreator.java,org.springframework.aop.framework.autoproxy.AbstractAutoProxyCreator,wrapIfNecessary,,NullPointerException,,,,,,,
AspectJ,222987,AbstractAutoProxyCreator.java,org.springframework.aop.framework.autoproxy.AbstractAutoProxyCreator,postProcessAfterInitialization,,NullPointerException,,,,,,,
AspectJ,222987,AbstractAutowireCapableBeanFactory.java,org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory,applyBeanPostProcessorsAfterInitialization,,NullPointerException,,,,,,,
AspectJ,222987,AbstractAutowireCapableBeanFactory.java,org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory,initializeBean,,NullPointerException,,,,,,,
AspectJ,222987,AbstractAutowireCapableBeanFactory.java,org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory,doCreateBean,,NullPointerException,,,,,,,
AspectJ,227295,EclipseFactory.java,org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory,makeTypeBinding1,,ClassCastException,,,,,,,
AspectJ,227295,EclipseFactory.java,org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory,makeTypeBinding,,ClassCastException,,,,,,,
AspectJ,227295,EclipseFactory.java,org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory,internalMakeFieldBinding,,ClassCastException,,,,,,,
AspectJ,227295,EclipseFactory.java,org.aspectj.ajdt.internal.compiler.lookup.EclipseFactory,makeFieldBinding,,ClassCastException,,,,,,,
AspectJ,227295,InterTypeFieldBinding.java,org.aspectj.ajdt.internal.compiler.lookup.InterTypeFieldBinding,<init>,,ClassCastException,,,,,,,
AspectJ,227295,EclipseTypeMunger.java,org.aspectj.ajdt.internal.compiler.lookup.EclipseTypeMunger,mungeNewField,,ClassCastException,,,,,,,
AspectJ,227295,EclipseTypeMunger.java,org.aspectj.ajdt.internal.compiler.lookup.EclipseTypeMunger,munge,,ClassCastException,,,,,,,
AspectJ,227295,AjLookupEnvironment.java,org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment,weaveInterTypeDeclarations,,ClassCastException,,,,,,,
AspectJ,227295,AjLookupEnvironment.java,org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment,createBinaryTypeFrom,,ClassCastException,,,,,,,
AspectJ,227295,LookupEnvironment.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.LookupEnvironment,createBinaryTypeFrom,,ClassCastException,,,,,,,
AspectJ,227295,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,accept,,ClassCastException,,,,,,,
AspectJ,227295,LookupEnvironment.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.LookupEnvironment,askForType,,ClassCastException,,,,,,,
AspectJ,227295,UnresolvedReferenceBinding.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.UnresolvedReferenceBinding,resolve,,ClassCastException,,,,,,,
AspectJ,227295,BinaryTypeBinding.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.BinaryTypeBinding,resolveType,,ClassCastException,,,,,,,
AspectJ,227295,PackageBinding.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.PackageBinding,getTypeOrPackage,,ClassCastException,,,,,,,
AspectJ,227295,CompilationUnitScope.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.CompilationUnitScope,findImport,,ClassCastException,,,,,,,
AspectJ,227295,CompilationUnitScope.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.CompilationUnitScope,findSingleImport,,ClassCastException,,,,,,,
AspectJ,227295,CompilationUnitScope.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.CompilationUnitScope,faultInImports,,ClassCastException,,,,,,,
AspectJ,227295,CompilationUnitScope.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.CompilationUnitScope,faultInTypes,,ClassCastException,,,,,,,
AspectJ,227295,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,process,,ClassCastException,,,,,,,
AspectJ,227295,Compiler.java,org.aspectj.org.eclipse.jdt.internal.compiler.Compiler,compile,,ClassCastException,,,,,,,
AspectJ,227295,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,performCompilation,,ClassCastException,,,,,,,
AspectJ,227295,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,ClassCastException,,,,,,,
AspectJ,227295,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,incrementalBuild,,ClassCastException,,,,,,,
AspectJ,227295,AjdeCoreBuildManager.java,org.aspectj.ajde.core.internal.AjdeCoreBuildManager,doBuild,,ClassCastException,,,,,,,
AspectJ,227295,AjCompiler.java,org.aspectj.ajde.core.AjCompiler,build,,ClassCastException,,,,,,,
AspectJ,227295,AJBuilder.java,org.eclipse.ajdt.core.builder.AJBuilder,build,,ClassCastException,,,,,,,
AspectJ,227295,BuildManager.java,org.eclipse.core.internal.events.BuildManager$2,run,,ClassCastException,,,,,,,
AspectJ,227295,SafeRunner.java,org.eclipse.core.runtime.SafeRunner,run,,ClassCastException,,,,,,,
AspectJ,227295,BuildManager.java,org.eclipse.core.internal.events.BuildManager,basicBuild,,ClassCastException,,,,,,,
AspectJ,227295,BuildManager.java,org.eclipse.core.internal.events.BuildManager,basicBuildLoop,,ClassCastException,,,,,,,
AspectJ,227295,BuildManager.java,org.eclipse.core.internal.events.BuildManager,build,,ClassCastException,,,,,,,
AspectJ,227295,AutoBuildJob.java,org.eclipse.core.internal.events.AutoBuildJob,doBuild,,ClassCastException,,,,,,,
AspectJ,227295,AutoBuildJob.java,org.eclipse.core.internal.events.AutoBuildJob,run,,ClassCastException,,,,,,,
AspectJ,227295,Worker.java,org.eclipse.core.internal.jobs.Worker,run,,ClassCastException,,,,,,,
AspectJ,229829,SourceTypeBinding.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.SourceTypeBinding,sourceStart,,NullPointerException,,,,,,,
AspectJ,229829,MethodBinding.java,org.aspectj.org.eclipse.jdt.internal.compiler.lookup.MethodBinding,sourceStart,,NullPointerException,,,,,,,
AspectJ,229829,EclipseSourceType.java,org.aspectj.ajdt.internal.compiler.lookup.EclipseSourceType,fillDeclaredMembers,,NullPointerException,,,,,,,
AspectJ,233497,String.java,java.lang.String,substring,,NullPointerException,,,,,,,
AspectJ,233497,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,addIfAspect,,NullPointerException,,,,,,,
AspectJ,233497,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,addAspectsFromDirectory,,NullPointerException,,,,,,,
AspectJ,233497,BcelWeaver.java,org.aspectj.weaver.bcel.BcelWeaver,addLibraryJarFile,,NullPointerException,,,,,,,
AspectJ,233497,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,initBcelWorld,,NullPointerException,,,,,,,
AspectJ,233497,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,doBuild,,NullPointerException,,,,,,,
AspectJ,233497,AjBuildManager.java,org.aspectj.ajdt.internal.core.builder.AjBuildManager,batchBuild,,NullPointerException,,,,,,,
AspectJ,233497,AjdtCommand.java,org.aspectj.ajdt.ajc.AjdtCommand,doCommand,,NullPointerException,,,,,,,
AspectJ,233497,AjdtCommand.java,org.aspectj.ajdt.ajc.AjdtCommand,runCommand,,NullPointerException,,,,,,,
AspectJ,233497,Main.java,org.aspectj.tools.ajc.Main,run,,NullPointerException,,,,,,,
AspectJ,233497,Main.java,org.aspectj.tools.ajc.Main,runMain,,NullPointerException,,,,,,,
AspectJ,233497,AjcTask.java,org.aspectj.tools.ant.taskdefs.AjcTask,executeInSameVM,,NullPointerException,,,,,,,
AspectJ,233497,AjcTask.java,org.aspectj.tools.ant.taskdefs.AjcTask,execute,,NullPointerException,,,,,,,
AspectJ,233497,UnknownElement.java,org.apache.tools.ant.UnknownElement,execute,,NullPointerException,,,,,,,
AspectJ,233497,Unknown Source,sun.reflect.GeneratedMethodAccessor2,invoke,,NullPointerException,,,,,,,
AspectJ,233497,DelegatingMethodAccessorImpl.java,sun.reflect.DelegatingMethodAccessorImpl,invoke,,NullPointerException,,,,,,,
AspectJ,233497,Method.java,java.lang.reflect.Method,invoke,,NullPointerException,,,,,,,
AspectJ,233497,DispatchUtils.java,org.apache.tools.ant.dispatch.DispatchUtils,execute,,NullPointerException,,,,,,,
AspectJ,233497,Task.java,org.apache.tools.ant.Task,perform,,NullPointerException,,,,,,,
AspectJ,233497,Target.java,org.apache.tools.ant.Target,execute,,NullPointerException,,,,,,,
AspectJ,233497,Target.java,org.apache.tools.ant.Target,performTasks,,NullPointerException,,,,,,,
AspectJ,233497,Project.java,org.apache.tools.ant.Project,executeSortedTargets,,NullPointerException,,,,,,,
AspectJ,233497,SingleCheckExecutor.java,org.apache.tools.ant.helper.SingleCheckExecutor,executeTargets,,NullPointerException,,,,,,,
AspectJ,233497,Project.java,org.apache.tools.ant.Project,executeTargets,,NullPointerException,,,,,,,
AspectJ,233497,Ant.java,org.apache.tools.ant.taskdefs.Ant,execute,,NullPointerException,,,,,,,
AspectJ,233497,CallTarget.java,org.apache.tools.ant.taskdefs.CallTarget,execute,,NullPointerException,,,,,,,
AspectJ,233497,Sequential.java,org.apache.tools.ant.taskdefs.Sequential,execute,,NullPointerException,,,,,,,
AspectJ,233497,IfSet.java,com.cdmtech.tools.ant.task.conditional.IfSet,execute,,NullPointerException,,,,,,,
AspectJ,233497,Native Method,sun.reflect.NativeMethodAccessorImpl,invoke0,,NullPointerException,,,,,,,
AspectJ,233497,NativeMethodAccessorImpl.java,sun.reflect.NativeMethodAccessorImpl,invoke,,NullPointerException,,,,,,,
AspectJ,233497,TaskAdapter.java,org.apache.tools.ant.TaskAdapter,execute,,NullPointerException,,,,,,,
